epoch,train_ae,train_critic,train_cycle,train_generator,train_mmd,validation_ae,validation_critic,validation_cycle,validation_generator,validation_mmd
17,0.015308636431357556,0.23758064213411098,0.0477194275323741,1.9093863026466191,0.03880210945897064,0.014955428088753017,0.23953305998812094,0.04738312215861382,1.838388559885383,0.05939270879563953
18,0.015087766494962759,0.23783560528172723,0.046850306682922845,1.8958110901609502,0.037766347821532244,0.014605058084339423,0.23942440905016485,0.04510768512438673,1.875603418327848,0.059667070253924454
19,0.014802267946909625,0.23853316855674295,0.04554845497571431,1.8758043884711675,0.0354659765878887,0.015954641896816866,0.2468120232024717,0.05036416573415013,1.9535748701312907,0.06063252999060276
20,0.01463948152166599,0.23799262334650068,0.04490001675617899,1.8703439110046098,0.035189107619725345,0.015045800201979343,0.24423275569368944,0.04334482781828728,1.8372882781175761,0.060697211816547386
21,0.014441608484858152,0.23849459387731536,0.04391062698993662,1.857237096766045,0.033838838958069085,0.015021853364914177,0.2487472169121213,0.04759244264999839,1.8658151293408136,0.05682009682259036
22,0.014237012516272731,0.23829727400913236,0.04330057541879728,1.8494760850119847,0.03332136825086604,0.014360792447385895,0.24740288389631954,0.043417412004915466,1.7872447277202044,0.05078110106828705
23,0.014235100504472832,0.2353351808530116,0.044293855180546904,1.871892711831801,0.03652929648477334,0.013200516894274959,0.2461730983537739,0.04379065846774637,1.8403489521777023,0.050812327190634395
24,0.013956744107573815,0.23965109238306176,0.04195516198485261,1.829174237480592,0.03160833229807682,0.01277487536570202,0.24574306955805733,0.04299445635821401,1.8236726659072948,0.051270269836241694
25,0.013852980765002222,0.23790377184459016,0.04192219853142761,1.8335884283758679,0.03277433353998067,0.014468398422062717,0.23964374301700425,0.03873018614932815,1.7908804800171634,0.049518854784262406
26,0.013938348113163437,0.2357285672526597,0.04248935899705983,1.8481788594105928,0.03457230689058994,0.013238299824047743,0.25217111997965513,0.04233530131555674,1.8252290906759114,0.05090189938890391
27,0.01364654679167841,0.23997988227515135,0.04035414401572897,1.8077945633524224,0.029845646734851294,0.013021165746621209,0.24943151462813165,0.04073883910056693,1.7640505597674494,0.04716194395085762
28,0.013515975705819859,0.23994907263376758,0.0396775656870389,1.7990369925190552,0.02920736176718336,0.013109604226320423,0.24362203785425537,0.04151158151653753,1.7865202088937682,0.0464150562043484
29,0.013427523879868656,0.23851558018410854,0.03977429866072929,1.8048732780499368,0.030622201055368215,0.011955968571212592,0.24348096351760962,0.03620681077511557,1.7848438543065304,0.04965616263269419
30,0.01331044587755486,0.2387952362037396,0.039066630011754006,1.7945514666490836,0.02936435884349148,0.012802132622566045,0.24866520649386475,0.04126704064005581,1.8560417641263864,0.04382208580945197
31,0.013146978679541298,0.2402392770400915,0.038222346263538154,1.7787072378293118,0.027520843948819363,0.012616972470825823,0.24626268221729564,0.03727838708632114,1.774124445528511,0.047608881469706106
32,0.013056762608725717,0.23932777449798248,0.037874461610454456,1.7770034432131547,0.02757855081286571,0.015130649390692846,0.24358768251801943,0.042103199183381596,1.837129863753076,0.045834382801209314
33,0.012948364048575777,0.23864126831902335,0.037754996361375734,1.7775926112169875,0.027877503421766828,0.013972244441419361,0.250460992649637,0.03729976732633389,1.7522053704185077,0.04192482514291922
34,0.012922491303685025,0.2379576164577406,0.038546852676020614,1.790301038476641,0.029943506835133398,0.012899654819417855,0.2461695316230164,0.037329542557971086,1.7499431885439334,0.043200565726763444
35,0.012759274784531744,0.24143091434657812,0.03718164804904664,1.7638569337593006,0.027125754041582267,0.012400200966266222,0.24907074097653817,0.039425335226495606,1.7405626284053435,0.0425198030216125
36,0.012659664683252443,0.24105458566544444,0.036879794813203186,1.7606256063278496,0.027061578695320252,0.013960827833001599,0.2479888098289436,0.039837947136525255,1.7798754653566324,0.04005705055858111
37,0.012596490635004783,0.24052211001575313,0.036749366532272135,1.7598879635933258,0.027254017544336036,0.012235304488658146,0.24047356966793057,0.03578187479330452,1.7481435014798878,0.04182220088572668
38,0.012460962825220068,0.24118246311876154,0.0359719586733419,1.7475848823745832,0.025717574134269283,0.012972312333966148,0.2497770526513817,0.0344219862448486,1.6888567711009417,0.04093094973078362
39,0.01235118505904506,0.24152540356100563,0.035578433043153675,1.7403567090990077,0.025044278648679443,0.012581998620921341,0.2469886582414682,0.03393795609788784,1.7222020830609523,0.04058789336010214
40,0.012270485817663242,0.24128009222857355,0.03522604391860199,1.7363180512557401,0.024491060255519826,0.012084901436474223,0.2549358760543547,0.038651061909717704,1.6919134729029985,0.04568855212776655
41,0.012170920366497496,0.24078842673460696,0.03498719892983922,1.7346640377637528,0.024579482367786582,0.012415458409530148,0.24310752776408961,0.035677417039112175,1.7463399343612047,0.038145730386790255
42,0.012165172028214228,0.23853174197904506,0.0355658319363016,1.7494268578155112,0.026824837555514583,0.013338044573535428,0.24918322398978968,0.03676685825959048,1.8235668799672626,0.040770336146648704
43,0.01210586668067704,0.23945519125124004,0.03531097927650102,1.7442366924865955,0.02644979845902236,0.011594569774958787,0.24605038633255472,0.03434746191729529,1.7722398674679825,0.04201222688518964
44,0.011979830061646064,0.24116951454151173,0.03426722946343319,1.72499493273829,0.023632111602110772,0.011780347496560767,0.24314413530297638,0.031748853928481924,1.6967205928573659,0.038346312560600504
45,0.011897859524688296,0.2420474449047774,0.0340272915382912,1.7193645353731137,0.02332192591463912,0.013099975651754291,0.24720184435074194,0.033003460302519494,1.7115051919749211,0.037018205061674754
46,0.011911411810886044,0.23986723084731812,0.034229761619375514,1.7290106109935222,0.024595573943997195,0.012234305203255596,0.24761327141371553,0.03973020946896628,1.8062902021024565,0.03764637234063954
47,0.011850148853571241,0.239055398581974,0.034443513090452606,1.7331327183157126,0.025150500917083138,0.012091327544761167,0.2482282870097071,0.03426117423906842,1.6928349422545599,0.03668704341308041
48,0.011800869910299888,0.24066259605864976,0.03376186837944085,1.720444769066716,0.023791181118334906,0.018165330436884678,0.15476358815747995,0.10706600486912612,2.869732876086043,0.23519171171150002
49,0.011728827178824053,0.2395743884760437,0.033630573918890634,1.7222983448818605,0.023956252786333374,0.011023189485804665,0.2495431122008022,0.032844523821855036,1.658568895933775,0.03465618013376844
50,0.011625905215350696,0.24161228182508382,0.032973446505613645,1.7061880518340233,0.022155637575697964,0.011689852510551465,0.25422937812498364,0.03200040535936407,1.6832633246205768,0.035065732277110816
